LSOA21CD,2021 super output area - lower layer,Total: All usual residents,Very good health,Good health,Fair health,Bad health,Very bad health
E01005529,E01005529 : Rochdale 022B,1658,695,546,282,105,30
E01005551,E01005551 : Rochdale 022C,2026,928,626,292,136,44
E01005552,E01005552 : Rochdale 022D,2342,1082,724,316,162,58
E01005553,E01005553 : Rochdale 022E,2034,914,643,301,131,45
E01005554,E01005554 : Rochdale 022F,2157,1216,645,196,79,21
E01005534,E01005534 : Rochdale 023A,1417,661,459,198,81,18
E01005535,E01005535 : Rochdale 023B,1467,650,520,204,76,17
E01005537,E01005537 : Rochdale 023C,1269,537,456,204,60,12
E01005538,E01005538 : Rochdale 023D,1482,706,494,185,77,20
E01005540,E01005540 : Rochdale 023E,1345,673,426,171,54,21
E01005541,E01005541 : Rochdale 023F,1536,694,536,224,67,15
E01005542,E01005542 : Rochdale 023G,1615,730,514,235,99,37
E01005533,E01005533 : Rochdale 024A,1623,732,555,218,82,36
E01005539,E01005539 : Rochdale 024B,1314,534,437,240,80,23
E01005546,E01005546 : Rochdale 024C,1243,531,413,210,63,26
E01005547,E01005547 : Rochdale 024D,1755,891,542,216,86,20
E01005548,E01005548 : Rochdale 024E,1278,557,407,211,81,22
E01005530,E01005530 : Rochdale 025A,1458,718,470,190,68,12
E01005531,E01005531 : Rochdale 025B,1158,558,389,157,42,12
E01005532,E01005532 : Rochdale 025C,1549,733,487,204,96,29
E01005544,E01005544 : Rochdale 025D,1475,782,487,155,39,12
E01005545,E01005545 : Rochdale 025E,1248,657,407,137,42,5
E01005549,E01005549 : Rochdale 025F,1546,849,472,167,37,21
E01005550,E01005550 : Rochdale 025G,1466,705,492,202,52,15
E01005886,E01005886 : Stockport 001A,1468,684,508,176,80,20
E01005888,E01005888 : Stockport 001B,1527,766,468,202,65,26
E01005889,E01005889 : Stockport 001C,1429,601,476,233,96,23
E01005891,E01005891 : Stockport 001D,1221,584,400,179,45,13
E01005894,E01005894 : Stockport 001E,1361,642,498,162,43,16
E01005887,E01005887 : Stockport 002A,1731,857,530,262,65,17
E01005890,E01005890 : Stockport 002B,1527,725,515,206,59,22
E01005893,E01005893 : Stockport 002C,2187,1086,762,222,84,33
E01005896,E01005896 : Stockport 002D,1665,773,572,225,79,16
E01005919,E01005919 : Stockport 002E,1540,702,483,240,90,25
E01005862,E01005862 : Stockport 003A,1476,825,456,145,37,13
E01005892,E01005892 : Stockport 003B,1272,621,388,179,64,20
E01005895,E01005895 : Stockport 003C,1165,564,352,170,59,20
E01005920,E01005920 : Stockport 003D,1601,854,521,170,46,10
E01005921,E01005921 : Stockport 003E,1467,624,508,243,64,28
E01005922,E01005922 : Stockport 003F,1313,570,470,191,55,27
E01005753,E01005753 : Stockport 004A,1840,744,563,349,138,46
E01005754,E01005754 : Stockport 004B,2005,717,627,384,206,71
E01005755,E01005755 : Stockport 004C,1735,685,617,273,128,32
E01005756,E01005756 : Stockport 004D,2378,1091,756,311,168,52
E01005745,E01005745 : Stockport 005A,1376,637,499,172,53,15
E01005746,E01005746 : Stockport 005B,1451,507,427,334,126,57
E01005747,E01005747 : Stockport 005C,1401,692,501,156,33,19
E01005748,E01005748 : Stockport 005D,1515,723,534,197,55,6
E01005863,E01005863 : Stockport 006A,1717,893,561,196,58,9
E01005864,E01005864 : Stockport 006B,1576,887,474,142,63,10
E01005866,E01005866 : Stockport 006C,1669,887,513,188,65,16
E01005869,E01005869 : Stockport 006D,1593,759,531,210,61,32
E01005914,E01005914 : Stockport 007A,1418,634,487,217,66,14
E01005915,E01005915 : Stockport 007B,1549,661,558,216,96,18
E01005916,E01005916 : Stockport 007C,1614,791,526,207,70,20
E01005917,E01005917 : Stockport 007D,1829,818,638,254,92,27
E01005859,E01005859 : Stockport 008A,1411,861,384,125,31,10
E01005865,E01005865 : Stockport 008B,1960,1141,597,162,43,17
E01005867,E01005867 : Stockport 008C,1482,809,455,157,49,12
E01005868,E01005868 : Stockport 008D,1522,795,493,178,39,17
E01005743,E01005743 : Stockport 009A,1274,559,496,164,42,13
E01005744,E01005744 : Stockport 009B,1554,621,547,270,88,28
E01005749,E01005749 : Stockport 009C,1656,832,529,216,58,21
E01005750,E01005750 : Stockport 009D,1669,878,531,187,59,14
E01005751,E01005751 : Stockport 009E,1402,631,523,176,52,20
E01005897,E01005897 : Stockport 010A,1527,726,439,249,96,17
E01005898,E01005898 : Stockport 010B,1708,819,549,232,88,20
E01005900,E01005900 : Stockport 010C,1608,678,557,264,83,26
E01005903,E01005903 : Stockport 010D,1459,758,466,188,33,14
E01005904,E01005904 : Stockport 010E,1530,792,490,189,47,12
E01005853,E01005853 : Stockport 011A,1614,781,532,199,78,24
E01005856,E01005856 : Stockport 011B,1602,885,495,174,42,6
E01005860,E01005860 : Stockport 011C,1515,917,431,125,35,7
E01005861,E01005861 : Stockport 011D,1543,793,498,181,60,11
E01005752,E01005752 : Stockport 012A,1405,622,458,211,87,27
E01005899,E01005899 : Stockport 012B,1619,686,539,282,85,27
E01005901,E01005901 : Stockport 012C,1368,557,494,240,60,17
E01005902,E01005902 : Stockport 012D,1621,675,548,241,116,41
E01005905,E01005905 : Stockport 012E,1510,643,512,241,92,22
E01005852,E01005852 : Stockport 013A,1488,737,497,193,49,12
E01005854,E01005854 : Stockport 013B,1733,1048,483,145,45,12
E01005855,E01005855 : Stockport 013C,1481,888,430,118,33,12
E01005857,E01005857 : Stockport 013D,1626,838,544,178,53,13
E01005858,E01005858 : Stockport 013E,1578,804,547,169,45,13
E01005757,E01005757 : Stockport 014A,1602,710,570,223,74,25
E01005766,E01005766 : Stockport 014C,1779,791,584,277,97,30
E01005918,E01005918 : Stockport 014D,1617,574,470,344,176,53
E01033947,E01033947 : Stockport 014E,1540,672,507,235,89,37
E01033948,E01033948 : Stockport 014F,1348,456,451,285,118,38
E01005870,E01005870 : Stockport 015A,1374,669,445,185,53,22
E01005871,E01005871 : Stockport 015B,1382,621,486,202,61,12
E01005873,E01005873 : Stockport 015C,1467,708,526,169,50,14
E01005875,E01005875 : Stockport 015D,1559,787,547,168,46,11
E01005764,E01005764 : Stockport 016A,1606,724,552,219,91,20
E01005816,E01005816 : Stockport 016B,1561,771,544,175,53,18
E01005817,E01005817 : Stockport 016C,1391,648,480,192,54,17
E01005822,E01005822 : Stockport 016D,1897,767,663,298,119,50
E01005880,E01005880 : Stockport 017A,1486,772,500,162,40,12
E01005881,E01005881 : Stockport 017B,1210,672,394,110,29,5
E01005883,E01005883 : Stockport 017C,1520,788,521,167,34,10
E01005908,E01005908 : Stockport 017D,1644,990,514,107,24,9
E01005765,E01005765 : Stockport 018A,1382,675,492,160,36,19
E01005818,E01005818 : Stockport 018B,1400,680,475,177,51,17
E01005819,E01005819 : Stockport 018C,1593,811,554,166,55,7
E01005820,E01005820 : Stockport 018D,1491,763,443,189,68,28
E01005821,E01005821 : Stockport 018E,1413,663,484,192,56,18
E01005823,E01005823 : Stockport 018F,1646,751,541,246,89,19
E01005825,E01005825 : Stockport 019A,1676,809,590,191,72,14
E01005872,E01005872 : Stockport 019B,1647,703,582,252,89,21
E01005874,E01005874 : Stockport 019C,1874,752,605,371,109,37
E01005876,E01005876 : Stockport 019D,1496,681,543,195,56,21
E01005877,E01005877 : Stockport 019E,1738,830,576,232,88,12
E01005878,E01005878 : Stockport 020A,1749,796,580,249,92,32
E01005879,E01005879 : Stockport 020B,1317,636,424,171,71,15
E01005882,E01005882 : Stockport 020C,1275,682,433,113,29,18
E01005884,E01005884 : Stockport 020D,1435,734,489,160,41,11
E01005885,E01005885 : Stockport 020E,1491,744,474,205,39,29
E01005832,E01005832 : Stockport 021A,1421,673,486,185,56,21
E01005833,E01005833 : Stockport 021B,1037,438,366,154,64,15
E01005835,E01005835 : Stockport 021C,1394,712,478,155,39,10
E01005837,E01005837 : Stockport 021D,1544,793,513,187,43,8
E01005843,E01005843 : Stockport 021E,1450,746,503,146,40,15
E01005769,E01005769 : Stockport 022A,1552,761,520,187,57,27
E01005778,E01005778 : Stockport 022B,1408,681,482,186,38,21
E01005779,E01005779 : Stockport 022C,1472,757,475,163,59,18
E01005780,E01005780 : Stockport 022D,1480,760,497,170,35,18
E01005781,E01005781 : Stockport 022E,1656,638,574,276,129,39
E01005759,E01005759 : Stockport 023A,1678,816,596,201,57,8
E01005760,E01005760 : Stockport 023B,1930,912,660,245,91,22
E01005797,E01005797 : Stockport 023C,1417,684,478,184,57,14
E01005800,E01005800 : Stockport 023D,1615,805,562,182,54,12
E01005804,E01005804 : Stockport 023E,1128,532,350,154,76,16
E01005824,E01005824 : Stockport 024A,1508,697,535,198,66,12
E01005826,E01005826 : Stockport 024B,1611,681,498,289,111,32
E01005827,E01005827 : Stockport 024C,1752,867,577,221,67,20
E01005828,E01005828 : Stockport 024D,1375,548,436,236,115,40
E01005829,E01005829 : Stockport 024E,1191,542,404,171,59,15
E01005768,E01005768 : Stockport 025A,2067,1161,631,209,55,11
E01005770,E01005770 : Stockport 025B,1497,766,470,180,57,24
E01005771,E01005771 : Stockport 025C,1438,764,447,153,51,23
E01005775,E01005775 : Stockport 025D,1665,943,509,154,40,19
E01005761,E01005761 : Stockport 026A,1408,682,426,201,82,17
E01005762,E01005762 : Stockport 026B,1973,886,593,334,125,35
E01005763,E01005763 : Stockport 026C,1733,751,565,255,123,39
E01005799,E01005799 : Stockport 026D,1874,883,619,245,99,28
E01005798,E01005798 : Stockport 027A,1641,730,505,279,103,24
E01005801,E01005801 : Stockport 027B,2215,1217,677,214,89,18
E01005802,E01005802 : Stockport 027C,1482,842,444,153,34,9
E01005803,E01005803 : Stockport 027D,1393,759,453,136,34,11
E01005830,E01005830 : Stockport 027E,1539,712,574,181,49,23
E01005831,E01005831 : Stockport 027F,1645,801,581,190,58,15
E01005767,E01005767 : Stockport 028A,1634,831,505,215,75,8
E01005772,E01005772 : Stockport 028B,1550,803,478,180,68,21
E01005773,E01005773 : Stockport 028C,1571,876,428,169,74,24
E01005774,E01005774 : Stockport 028D,1549,651,503,247,113,35
E01005776,E01005776 : Stockport 028E,1713,913,573,173,42,12
E01005909,E01005909 : Stockport 029A,1532,809,506,159,50,8
E01005910,E01005910 : Stockport 029B,1614,708,544,229,103,30
E01005911,E01005911 : Stockport 029C,1330,593,445,214,54,24
E01005912,E01005912 : Stockport 029D,1497,779,491,173,42,12
E01005782,E01005782 : Stockport 030A,1277,623,433,167,50,4
E01005783,E01005783 : Stockport 030B,1548,791,457,215,67,18
E01005784,E01005784 : Stockport 030C,1493,843,436,161,38,15
E01005785,E01005785 : Stockport 030D,1673,931,500,184,45,13
E01005786,E01005786 : Stockport 030E,1848,1077,561,164,33,13
E01005834,E01005834 : Stockport 031A,1542,720,510,196,89,27
E01005836,E01005836 : Stockport 031B,1833,825,616,279,91,22
E01005838,E01005838 : Stockport 031C,1780,795,673,229,66,17
E01005840,E01005840 : Stockport 031D,1602,756,592,164,77,13
E01005927,E01005927 : Stockport 032A,1304,714,421,130,30,9
E01005928,E01005928 : Stockport 032B,1618,773,530,212,81,22
E01005929,E01005929 : Stockport 032C,1420,760,498,123,34,5
E01005930,E01005930 : Stockport 032D,1676,971,437,182,57,29
E01005806,E01005806 : Stockport 033A,1187,597,402,143,35,10
E01005813,E01005813 : Stockport 033B,1365,647,506,179,26,7
E01005814,E01005814 : Stockport 033C,1296,633,451,153,49,10
E01005815,E01005815 : Stockport 033D,1437,810,457,129,32,9
E01005777,E01005777 : Stockport 034A,1559,724,498,237,68,32
E01005787,E01005787 : Stockport 034B,1331,809,397,103,15,7
E01005788,E01005788 : Stockport 034C,1565,944,424,148,42,7
E01005790,E01005790 : Stockport 034D,1221,627,360,143,68,23
E01005805,E01005805 : Stockport 035A,1540,820,496,157,52,15
E01005807,E01005807 : Stockport 035B,1550,812,503,185,28,22
E01005839,E01005839 : Stockport 035C,1296,687,413,149,43,4
E01005841,E01005841 : Stockport 035D,1478,755,459,192,53,19
E01005844,E01005844 : Stockport 036A,1548,757,515,198,59,19
E01005845,E01005845 : Stockport 036B,1659,823,546,208,69,13
E01005849,E01005849 : Stockport 036C,1652,865,537,181,49,20
E01005851,E01005851 : Stockport 036D,1622,781,572,210,45,14
E01005808,E01005808 : Stockport 037A,1374,819,389,133,25,8
E01005809,E01005809 : Stockport 037B,1223,632,429,121,31,10
E01005810,E01005810 : Stockport 037C,1560,805,471,180,78,26
E01005811,E01005811 : Stockport 037D,1302,652,453,154,35,8
E01005812,E01005812 : Stockport 037E,1208,720,339,110,31,8
E01005842,E01005842 : Stockport 038A,1580,741,564,202,56,17
E01005906,E01005906 : Stockport 038B,1435,599,526,228,67,15
E01005907,E01005907 : Stockport 038C,1345,591,494,209,43,8
E01005913,E01005913 : Stockport 038D,1417,693,468,195,43,18
E01005789,E01005789 : Stockport 039A,1670,937,491,183,47,12
E01005791,E01005791 : Stockport 039B,1570,861,463,185,46,15
E01005793,E01005793 : Stockport 039C,1526,780,508,172,52,14
E01005795,E01005795 : Stockport 039D,1365,773,438,128,23,3
E01005796,E01005796 : Stockport 039E,1247,729,377,114,24,3
E01005846,E01005846 : Stockport 040A,1714,934,542,169,52,17
E01005847,E01005847 : Stockport 040B,1578,814,492,193,62,17
E01005848,E01005848 : Stockport 040C,2083,1130,679,202,60,12
E01005850,E01005850 : Stockport 040D,1806,833,594,253,96,30
E01005792,E01005792 : Stockport 041A,1531,891,452,142,35,11
E01005794,E01005794 : Stockport 041B,1269,678,415,137,31,8
E01005923,E01005923 : Stockport 041C,1499,864,460,125,40,10
E01005931,E01005931 : Stockport 041D,1394,742,427,171,42,12
E01005924,E01005924 : Stockport 042A,1303,714,403,144,33,9
E01005925,E01005925 : Stockport 042B,1433,741,440,181,53,18
E01005926,E01005926 : Stockport 042C,2242,1444,590,179,21,8
E01005932,E01005932 : Stockport 042D,1277,700,416,134,19,8
E01006053,E01006053 : Tameside 001A,1948,1004,686,192,44,22
E01006054,E01006054 : Tameside 001B,1807,819,559,263,140,26
E01006055,E01006055 : Tameside 001C,1504,749,535,165,41,14
E01006057,E01006057 : Tameside 001D,1529,752,533,183,50,11
E01006058,E01006058 : Tameside 001E,2074,976,720,266,89,23
E01006059,E01006059 : Tameside 001F,1447,690,519,180,46,12
E01005938,E01005938 : Tameside 002A,1566,745,498,215,85,23
E01005939,E01005939 : Tameside 002B,1271,562,444,197,51,17
E01005940,E01005940 : Tameside 002C,1400,574,509,221,78,18
E01005955,E01005955 : Tameside 002D,1636,770,581,208,59,18
E01006056,E01006056 : Tameside 003A,1248,566,384,185,87,26
E01006061,E01006061 : Tameside 003B,2481,1225,783,321,117,35
E01006062,E01006062 : Tameside 003C,1987,1014,689,210,62,12
E01006063,E01006063 : Tameside 003D,1383,656,475,196,42,14
E01005936,E01005936 : Tameside 004A,1514,703,548,188,60,15
E01005937,E01005937 : Tameside 004B,1704,813,565,233,81,12
E01005945,E01005945 : Tameside 004C,2043,969,633,310,104,27
E01005946,E01005946 : Tameside 004D,1587,731,554,198,79,25
E01005947,E01005947 : Tameside 004E,1842,825,594,283,107,33
E01005954,E01005954 : Tameside 005A,1496,537,501,291,133,34
E01005956,E01005956 : Tameside 005B,1378,532,479,255,88,24
E01005957,E01005957 : Tameside 005C,1561,711,525,240,57,28
E01005958,E01005958 : Tameside 005D,1607,699,497,252,130,29
E01005959,E01005959 : Tameside 005E,1952,890,627,263,109,63
E01005933,E01005933 : Tameside 006A,1574,755,504,190,102,23
E01005934,E01005934 : Tameside 006B,1507,686,515,213,73,20
E01005935,E01005935 : Tameside 006C,1467,602,464,241,112,48
E01005949,E01005949 : Tameside 006D,1651,689,581,261,79,41
E01005960,E01005960 : Tameside 006E,1746,784,536,282,115,29
E01005941,E01005941 : Tameside 007A,1888,762,651,293,146,36
E01005942,E01005942 : Tameside 007B,1664,775,586,221,63,19
E01005943,E01005943 : Tameside 007C,1816,814,605,277,96,24
E01005944,E01005944 : Tameside 007D,1853,1017,582,186,60,8
E01006060,E01006060 : Tameside 008A,1510,636,525,227,99,23
E01006064,E01006064 : Tameside 008B,1731,651,570,326,134,50
E01006065,E01006065 : Tameside 008C,1460,683,492,191,71,23
E01006066,E01006066 : Tameside 008D,1416,613,483,228,78,14
E01006067,E01006067 : Tameside 009A,1879,957,672,195,43,12
E01006068,E01006068 : Tameside 009B,1558,650,511,256,109,32
E01006069,E01006069 : Tameside 009C,1740,788,590,254,93,15
E01006073,E01006073 : Tameside 009D,2044,1036,616,272,90,30
E01005993,E01005993 : Tameside 010A,1350,614,436,221,63,16
E01005995,E01005995 : Tameside 010B,1371,692,475,154,35,15
E01005996,E01005996 : Tameside 010C,1948,940,673,235,78,22
E01005997,E01005997 : Tameside 010D,1536,698,492,245,77,24
E01006000,E01006000 : Tameside 010E,1787,671,634,321,122,39
E01005994,E01005994 : Tameside 011A,1507,715,474,211,82,25
E01005999,E01005999 : Tameside 011B,2188,1011,727,313,98,39
E01006002,E01006002 : Tameside 011C,1369,585,494,189,78,23
E01006004,E01006004 : Tameside 011D,1525,697,516,229,72,11
E01006005,E01006005 : Tameside 011E,1394,589,428,248,92,37
E01006007,E01006007 : Tameside 011F,1553,728,513,208,83,21
E01005998,E01005998 : Tameside 012A,1881,892,639,241,93,16
E01006001,E01006001 : Tameside 012B,1546,732,501,232,52,29
E01006003,E01006003 : Tameside 012C,1530,656,544,235,75,20
E01006006,E01006006 : Tameside 012D,1427,623,507,207,73,17
E01005948,E01005948 : Tameside 013A,2316,976,776,374,143,47
E01005950,E01005950 : Tameside 013B,2174,1142,675,249,81,27
E01005951,E01005951 : Tameside 013C,1860,899,614,241,87,19
E01005953,E01005953 : Tameside 013E,2297,1020,739,346,150,42
E01033949,E01033949 : Tameside 013F,1189,485,330,224,114,36
E01033950,E01033950 : Tameside 013G,1371,498,498,225,112,38
E01005961,E01005961 : Tameside 014A,2962,1705,902,254,81,20
E01005962,E01005962 : Tameside 014B,1419,680,483,175,68,13
E01005968,E01005968 : Tameside 014C,1375,637,473,198,46,21
E01005969,E01005969 : Tameside 014D,1299,571,466,194,55,13
E01006022,E01006022 : Tameside 015A,1936,860,639,312,92,33
E01006023,E01006023 : Tameside 015B,1578,614,498,254,163,49
E01006070,E01006070 : Tameside 015C,1398,708,476,161,43,10
E01006071,E01006071 : Tameside 015D,1710,866,588,186,51,19
E01006072,E01006072 : Tameside 015E,1615,862,519,185,36,13
E01006009,E01006009 : Tameside 016A,1326,592,464,195,57,18
E01006017,E01006017 : Tameside 016B,1398,704,470,172,38,14
E01006018,E01006018 : Tameside 016C,1318,570,487,189,50,22
E01006021,E01006021 : Tameside 016D,1366,606,500,198,50,12
E01006008,E01006008 : Tameside 017A,1386,621,504,193,59,9
E01006010,E01006010 : Tameside 017B,1403,558,470,236,105,34
E01006012,E01006012 : Tameside 017C,1963,891,685,282,86,19
E01006015,E01006015 : Tameside 017D,1347,727,399,165,42,14
E01006016,E01006016 : Tameside 017E,1944,723,686,359,136,40
E01006011,E01006011 : Tameside 018A,1709,690,538,299,139,43
E01006013,E01006013 : Tameside 018B,1307,603,424,189,71,20
E01006014,E01006014 : Tameside 018C,1282,600,448,168,52,14
E01006019,E01006019 : Tameside 018D,1505,496,484,327,148,50
E01006020,E01006020 : Tameside 018E,1637,733,550,254,79,21
E01005963,E01005963 : Tameside 019A,1162,544,411,154,44,9
E01005964,E01005964 : Tameside 019B,1523,740,500,219,54,10
E01005965,E01005965 : Tameside 019C,1733,786,560,262,89,36
E01005966,E01005966 : Tameside 019D,1578,781,536,181,61,19
E01005967,E01005967 : Tameside 019E,1424,548,476,245,116,39
E01006031,E01006031 : Tameside 020A,2253,1061,747,286,123,36
E01006032,E01006032 : Tameside 020B,1524,655,516,239,96,18
E01006033,E01006033 : Tameside 020C,1768,795,587,275,81,30
E01006034,E01006034 : Tameside 020D,2133,956,724,295,125,33
E01006035,E01006035 : Tameside 020E,2146,952,741,312,120,21
E01006036,E01006036 : Tameside 020F,2152,985,696,317,118,36
E01005970,E01005970 : Tameside 021A,1413,629,478,224,64,18
E01005972,E01005972 : Tameside 021B,1720,789,557,274,74,26
E01005974,E01005974 : Tameside 021C,1693,721,576,261,103,32
E01005975,E01005975 : Tameside 021D,1547,681,545,225,79,17
E01006024,E01006024 : Tameside 022A,1764,926,594,177,50,17
E01006026,E01006026 : Tameside 022B,1525,651,524,258,60,32
E01006037,E01006037 : Tameside 022C,1601,761,589,182,53,16
E01006038,E01006038 : Tameside 022D,1586,680,570,240,83,13
E01006047,E01006047 : Tameside 023A,1326,601,470,177,63,15
E01006048,E01006048 : Tameside 023B,1596,717,519,281,64,15
E01006049,E01006049 : Tameside 023C,1548,648,585,213,82,20
E01006051,E01006051 : Tameside 023D,1628,780,575,188,69,16
E01005985,E01005985 : Tameside 024A,1554,729,533,211,64,17
E01005987,E01005987 : Tameside 024B,1518,680,528,212,83,15
E01005988,E01005988 : Tameside 024C,1600,812,557,184,32,15
E01005990,E01005990 : Tameside 024D,1373,603,473,224,59,14
E01005991,E01005991 : Tameside 024E,1496,710,545,172,53,16
E01005971,E01005971 : Tameside 025A,1354,565,497,187,80,25
E01005986,E01005986 : Tameside 025B,1244,593,403,173,59,16
E01005989,E01005989 : Tameside 025C,1206,576,433,135,50,12
E01005992,E01005992 : Tameside 025D,1208,476,403,201,98,30
E01005973,E01005973 : Tameside 026A,1367,607,482,200,68,10
E01005976,E01005976 : Tameside 026B,1483,633,511,220,90,29
E01005977,E01005977 : Tameside 026C,1450,587,547,212,83,21
E01005978,E01005978 : Tameside 026D,1336,538,482,215,82,19
E01006025,E01006025 : Tameside 027A,1919,898,582,282,109,48
E01006027,E01006027 : Tameside 027B,2343,1099,758,312,133,41
E01006050,E01006050 : Tameside 027C,1842,861,580,245,128,28
E01006052,E01006052 : Tameside 027D,1580,722,428,273,119,38
E01006028,E01006028 : Tameside 028A,1776,648,586,338,148,56
E01006029,E01006029 : Tameside 028B,1933,900,674,237,91,31
E01006030,E01006030 : Tameside 028C,1868,810,618,305,114,21
E01006039,E01006039 : Tameside 028D,1355,584,463,221,67,20
E01006040,E01006040 : Tameside 028E,1891,799,669,291,87,45
E01006041,E01006041 : Tameside 028F,1721,758,630,241,75,17
E01005979,E01005979 : Tameside 029A,1588,654,538,254,118,24
E01005980,E01005980 : Tameside 029B,1450,590,472,251,96,41
E01005981,E01005981 : Tameside 029C,1648,656,525,309,117,41
E01005982,E01005982 : Tameside 029D,1326,546,476,202,80,22
E01005983,E01005983 : Tameside 029E,1507,637,549,243,67,11
E01005984,E01005984 : Tameside 029F,1604,652,531,289,101,31
E01006042,E01006042 : Tameside 030A,1701,859,560,205,67,10
E01006043,E01006043 : Tameside 030B,1438,610,534,204,72,18
E01006044,E01006044 : Tameside 030C,1523,705,478,233,80,27
E01006045,E01006045 : Tameside 030D,1253,627,445,139,35,7
E01006046,E01006046 : Tameside 030E,1528,712,567,190,39,20
E01006109,E01006109 : Trafford 001A,1152,499,338,212,74,29
E01006110,E01006110 : Trafford 001B,1877,958,617,203,71,28
E01006111,E01006111 : Trafford 001C,1776,948,527,198,72,31
E01006112,E01006112 : Trafford 001D,2049,979,616,263,148,43
E01006188,E01006188 : Trafford 001F,1990,1029,652,213,83,13
E01034000,E01034000 : Trafford 001G,1237,686,397,105,36,13
E01034001,E01034001 : Trafford 001H,1647,782,513,242,75,35
E01006116,E01006116 : Trafford 002A,1327,720,416,147,37,7
E01006117,E01006117 : Trafford 002B,1704,923,564,162,40,15
E01006118,E01006118 : Trafford 002C,1461,653,477,227,77,27
E01006119,E01006119 : Trafford 002D,1640,885,524,172,50,9
E01006121,E01006121 : Trafford 002E,1451,688,467,218,56,22
E01006141,E01006141 : Trafford 003A,1792,957,541,210,67,17
E01006186,E01006186 : Trafford 003B,2160,1093,746,210,87,24
E01006187,E01006187 : Trafford 003C,2598,1276,911,288,98,25
E01006189,E01006189 : Trafford 003D,2328,1145,767,296,83,37
E01006113,E01006113 : Trafford 004A,1621,803,535,192,76,15
E01006114,E01006114 : Trafford 004B,1694,756,568,250,99,21
E01006115,E01006115 : Trafford 004C,1518,721,524,183,72,18
E01006145,E01006145 : Trafford 004D,2051,1005,641,277,109,19
E01006146,E01006146 : Trafford 004E,1793,913,590,216,55,19
E01006122,E01006122 : Trafford 005A,1785,898,598,208,70,11
E01006123,E01006123 : Trafford 005B,1669,854,519,203,62,31
E01006124,E01006124 : Trafford 005C,1479,796,453,179,37,14
E01006128,E01006128 : Trafford 005D,1930,1001,582,216,90,41
E01006131,E01006131 : Trafford 005E,1532,834,467,170,46,15
E01006155,E01006155 : Trafford 006A,1746,929,594,170,37,16
E01006157,E01006157 : Trafford 006B,1701,916,519,205,48,13
E01006159,E01006159 : Trafford 006C,1875,891,618,245,95,26
E01006182,E01006182 : Trafford 006D,1606,842,554,156,48,6
E01006183,E01006183 : Trafford 006E,1724,874,556,212,61,21
E01006125,E01006125 : Trafford 007A,1511,733,495,210,57,16
E01006126,E01006126 : Trafford 007B,1838,829,595,275,108,31
E01006127,E01006127 : Trafford 007C,1545,752,531,188,63,11
E01006130,E01006130 : Trafford 007D,1759,929,571,190,49,20
E01006132,E01006132 : Trafford 007E,1539,801,462,188,64,24
E01006156,E01006156 : Trafford 008A,1674,807,551,229,60,27
E01006158,E01006158 : Trafford 008B,1749,817,586,238,87,21
E01006179,E01006179 : Trafford 008C,1803,823,569,290,92,29
E01006184,E01006184 : Trafford 008D,1698,798,561,225,97,17
E01006198,E01006198 : Trafford 009A,1462,665,487,219,72,19
E01006199,E01006199 : Trafford 009B,1537,700,503,227,90,17
E01006200,E01006200 : Trafford 009C,1481,644,443,245,111,38
E01006201,E01006201 : Trafford 009D,1464,755,441,188,63,17
E01006202,E01006202 : Trafford 009E,1299,662,425,156,45,11
E01006120,E01006120 : Trafford 010A,1430,777,436,148,57,12
E01006129,E01006129 : Trafford 010B,1387,615,455,223,73,21
E01006133,E01006133 : Trafford 010C,1416,617,525,192,67,15
E01006197,E01006197 : Trafford 010D,1478,794,479,151,39,15
E01006203,E01006203 : Trafford 010E,1332,733,432,137,20,10
E01006142,E01006142 : Trafford 011A,1716,810,560,236,87,23
E01006143,E01006143 : Trafford 011B,1668,876,531,203,47,11
E01006144,E01006144 : Trafford 011C,1388,630,435,196,100,27
E01006180,E01006180 : Trafford 011D,1840,962,621,193,51,13
E01006181,E01006181 : Trafford 011E,1746,911,525,218,72,20
E01006147,E01006147 : Trafford 012A,1443,872,422,122,20,7
E01006149,E01006149 : Trafford 012B,1578,858,430,183,81,26
E01006150,E01006150 : Trafford 012C,1919,1025,585,213,70,26
E01006154,E01006154 : Trafford 012D,1602,967,470,111,41,13
E01006165,E01006165 : Trafford 012E,2007,1109,612,199,57,30
E01006166,E01006166 : Trafford 013A,1638,868,474,184,95,17
E01006169,E01006169 : Trafford 013B,1647,843,505,222,59,18
E01006170,E01006170 : Trafford 013C,1601,896,476,163,47,19
E01006171,E01006171 : Trafford 013D,1754,852,528,220,118,36
E01006098,E01006098 : Trafford 014A,1337,793,379,122,30,13
E01006099,E01006099 : Trafford 014B,1324,716,422,152,25,9
E01006164,E01006164 : Trafford 014C,1763,1001,502,194,54,12
E01006174,E01006174 : Trafford 014D,1788,959,564,212,43,10
E01006178,E01006178 : Trafford 014E,1813,1007,556,174,61,15
E01006097,E01006097 : Trafford 015A,1783,936,560,222,43,22
E01006160,E01006160 : Trafford 015B,2140,1060,697,278,80,25
E01006161,E01006161 : Trafford 015C,2158,1203,683,193,73,6
E01006162,E01006162 : Trafford 015D,1624,1004,454,129,25,12
E01006163,E01006163 : Trafford 015E,1832,1029,604,154,36,9
E01006148,E01006148 : Trafford 016A,1699,921,499,196,75,8
E01006151,E01006151 : Trafford 016B,1580,911,472,147,39,11
