LSOA21CD,2021 super output area - lower layer,ah4dent,ah4gp,ah4hosp,ah4phar
E01034123,E01034123 : Manchester 024F,0.5875,1.7182,0.9931,0.5875
E01005244,E01005244 : Manchester 025C,0.627,1.1757,0.9811,0.9872
E01005285,E01005285 : Manchester 025D,1.1052,0.7398,0.7398,0.7053
E01005288,E01005288 : Manchester 025E,1.0827,0.691,0.6847,0.5908
E01034124,E01034124 : Manchester 025F,0.6703,1.7206,1.1698,0.7744
E01034125,E01034125 : Manchester 025G,0.9649,1.2156,1.0343,0.9215
E01034126,E01034126 : Manchester 025H,1.3838,2.0876,1.5691,0.9933
E01034127,E01034127 : Manchester 025I,1.066,1.5326,0.5631,1.0745
E01005280,E01005280 : Manchester 026A,1.1644,1.4728,1.5782,1.5577
E01005281,E01005281 : Manchester 026B,1.2876,1.1288,1.1288,1.1248
E01005284,E01005284 : Manchester 026C,1.4998,0.8893,0.7717,0.7436
E01005286,E01005286 : Manchester 026D,0.9807,0.9945,0.9945,0.8651
E01005287,E01005287 : Manchester 026E,0.9834,0.97,0.97,0.9511
E01005297,E01005297 : Manchester 028A,1.0275,1.0623,1.2127,1.0668
E01005298,E01005298 : Manchester 028B,1.9621,0.697,1.4304,0.6604
E01005302,E01005302 : Manchester 028C,1.2286,1.0542,0.8766,1.0316
E01033680,E01033680 : Manchester 028E,1.2573,0.9249,0.9249,0.915
E01033686,E01033686 : Manchester 028F,0.7077,0.7856,0.7856,0.7689
E01005150,E01005150 : Manchester 029A,0.6681,0.8094,0.8098,0.6545
E01005151,E01005151 : Manchester 029B,1.7591,1.6935,1.6603,1.5633
E01005152,E01005152 : Manchester 029C,1.18,1.1604,1.0028,1.229
E01005159,E01005159 : Manchester 029D,1.1368,1.1735,0.8243,1.2589
E01005296,E01005296 : Manchester 029E,1.4335,0.8987,1.0482,0.8987
E01005299,E01005299 : Manchester 029F,1.7877,0.9059,1.4245,0.9059
E01005178,E01005178 : Manchester 030A,0.871,1.9919,1.1417,0.664
E01005179,E01005179 : Manchester 030B,1.6947,1.3381,1.3381,1.823
E01005180,E01005180 : Manchester 030C,0.8867,1.9202,0.9442,1.0144
E01005181,E01005181 : Manchester 030D,1.6881,0.9363,0.9363,2.0266
E01005182,E01005182 : Manchester 030E,1.1719,1.8018,1.2917,0.987
E01005183,E01005183 : Manchester 030F,0.829,1.5486,1.3155,1.1978
E01005219,E01005219 : Manchester 031A,0.9376,0.7197,0.7197,0.575
E01005220,E01005220 : Manchester 031B,1.0964,0.941,0.941,0.891
E01005221,E01005221 : Manchester 031C,0.8822,0.7786,0.7786,0.765
E01005222,E01005222 : Manchester 031D,0.7306,1.5363,1.5363,1.5363
E01005184,E01005184 : Manchester 032A,1.421,1.7211,1.6426,1.3936
E01005185,E01005185 : Manchester 032B,1.9029,1.4097,1.3648,1.1481
E01005271,E01005271 : Manchester 032C,1.2327,1.3988,0.91,1.3698
E01034128,E01034128 : Manchester 032F,2.5116,2.0111,2.479,1.6467
E01005154,E01005154 : Manchester 033A,0.6663,0.9675,0.9675,0.7063
E01005156,E01005156 : Manchester 033B,0.9036,1.5263,1.9427,1.4669
E01005158,E01005158 : Manchester 033C,1.0903,1.2315,2.0973,1.0505
E01005300,E01005300 : Manchester 033D,2.2698,1.3131,1.4793,1.6436
E01005301,E01005301 : Manchester 033E,1.4387,0.7169,1.6051,0.7169
E01005118,E01005118 : Manchester 034A,1.0667,1.408,1.279,1.1092
E01005120,E01005120 : Manchester 034B,1.6354,1.9662,1.2152,0.9176
E01005215,E01005215 : Manchester 034C,1.0958,2.1717,2.1717,2.1717
E01005216,E01005216 : Manchester 034D,1.0961,1.4403,1.4403,1.2994
E01005217,E01005217 : Manchester 034E,0.9617,1.7148,1.6028,1.4361
E01005218,E01005218 : Manchester 034F,0.759,0.9947,0.9947,0.8432
E01005270,E01005270 : Manchester 035A,0.9348,1.1916,1.7653,1.1635
E01005272,E01005272 : Manchester 035B,1.1835,1.0818,1.0179,1.1246
E01005273,E01005273 : Manchester 035C,0.5042,0.8389,1.2344,0.8389
E01005278,E01005278 : Manchester 035D,0.7973,1.4729,2.0096,1.4729
E01005279,E01005279 : Manchester 035E,0.778,1.1691,1.5402,1.169
E01005305,E01005305 : Manchester 036A,0.9844,0.8676,1.1936,0.9029
E01005309,E01005309 : Manchester 036B,1.3697,1.1966,1.3276,1.2655
E01005310,E01005310 : Manchester 036C,1.5927,0.9085,1.624,0.912
E01005311,E01005311 : Manchester 036D,0.8162,0.5731,1.6286,0.5748
E01005312,E01005312 : Manchester 036E,1.2485,0.666,1.5918,0.8825
E01005082,E01005082 : Manchester 037A,2.2471,1.039,2.6176,1.039
E01005153,E01005153 : Manchester 037B,1.0499,1.6201,1.6201,0.5746
E01005155,E01005155 : Manchester 037C,1.7105,1.7528,1.7528,1.0686
E01005157,E01005157 : Manchester 037D,1.8434,2.2348,2.5218,1.3542
E01005274,E01005274 : Manchester 038A,0.6704,0.5097,1.1497,0.5335
E01005275,E01005275 : Manchester 038B,0.6117,0.9967,1.3396,1.1882
E01005276,E01005276 : Manchester 038C,0.6507,0.9667,0.5469,0.9864
E01005277,E01005277 : Manchester 038D,1.0398,1.3839,1.2289,1.1393
E01005076,E01005076 : Manchester 039A,1.0451,0.9243,1.4737,1.067
E01005081,E01005081 : Manchester 039C,2.3538,1.8319,2.3408,1.8319
E01005083,E01005083 : Manchester 039D,1.6726,1.2952,0.9468,1.9459
E01033670,E01033670 : Manchester 039E,1.502,1.1787,0.8432,1.9292
E01033671,E01033671 : Manchester 039F,1.0196,0.8468,0.9217,1.5233
E01005125,E01005125 : Manchester 040A,0.7752,0.7932,1.7002,0.6699
E01005304,E01005304 : Manchester 040B,0.6687,1.0186,1.2199,1.0186
E01005306,E01005306 : Manchester 040C,0.7855,1.3268,1.6989,1.5039
E01005307,E01005307 : Manchester 040D,1.1195,1.3849,0.9266,1.3849
E01005308,E01005308 : Manchester 040E,1.1872,1.449,0.9425,1.2958
E01005119,E01005119 : Manchester 041A,1.7151,1.7378,1.1776,1.3332
E01005121,E01005121 : Manchester 041B,0.8786,1.0218,1.0218,1.0021
E01005122,E01005122 : Manchester 041C,2.1119,2.4493,1.0273,1.0841
E01005123,E01005123 : Manchester 041D,0.8228,0.8257,0.8282,0.8257
E01005124,E01005124 : Manchester 041E,1.0375,1.0792,1.4974,1.0203
E01005077,E01005077 : Manchester 042A,2.5361,1.8659,1.8659,0.7155
E01005078,E01005078 : Manchester 042B,2.1203,1.607,1.5073,1.9347
E01005079,E01005079 : Manchester 042C,2.1131,1.3245,1.3245,1.5591
E01005084,E01005084 : Manchester 042D,2.5257,1.4338,1.8999,1.3645
E01005172,E01005172 : Manchester 043A,0.8934,1.0741,2.0302,0.9335
E01005173,E01005173 : Manchester 043B,1.5698,1.5745,2.2351,1.33
E01005174,E01005174 : Manchester 043C,0.9304,1.2641,2.6826,1.0602
E01005175,E01005175 : Manchester 043D,1.33,1.3571,2.5313,0.7139
E01005176,E01005176 : Manchester 043E,0.5763,0.667,2.3371,0.4631
E01005177,E01005177 : Manchester 043F,1.2383,0.9528,2.2739,0.9363
E01005115,E01005115 : Manchester 044A,2.8137,1.1933,2.5489,0.9773
E01005262,E01005262 : Manchester 044B,2.8875,1.5871,2.9245,0.8509
E01005264,E01005264 : Manchester 044C,1.5731,1.8326,1.8985,1.2327
E01005265,E01005265 : Manchester 044D,1.894,1.1855,1.9331,1.1119
E01005266,E01005266 : Manchester 044E,2.0088,1.4431,2.5965,1.2156
E01005126,E01005126 : Manchester 045A,0.9341,0.9307,1.9458,0.7207
E01005168,E01005168 : Manchester 045B,1.0272,0.9934,1.8994,1.2338
E01005169,E01005169 : Manchester 045C,1.2023,1.2982,1.4566,1.3843
E01005170,E01005170 : Manchester 045D,2.1571,2.2404,1.956,2.2404
E01005171,E01005171 : Manchester 045E,1.0123,1.5824,2.1687,1.7459
E01005263,E01005263 : Manchester 046A,1.5806,1.9325,1.5656,1.7006
E01005267,E01005267 : Manchester 046B,1.1962,1.4604,1.4604,1.0532
E01005268,E01005268 : Manchester 046C,0.6733,1.3314,1.3314,0.7428
E01005269,E01005269 : Manchester 046D,1.5933,1.2208,1.2126,1.2208
E01005069,E01005069 : Manchester 047A,3.3387,1.4537,2.6638,1.6649
E01005111,E01005111 : Manchester 047B,1.4868,1.0518,2.74,1.0518
E01005113,E01005113 : Manchester 047C,2.2715,0.6487,1.661,0.8966
E01005114,E01005114 : Manchester 047D,1.3426,0.8038,3.2015,0.8267
E01005116,E01005116 : Manchester 047E,2.6405,1.506,2.1294,1.4503
E01005071,E01005071 : Manchester 048A,4.0971,1.1421,2.119,0.6978
E01005072,E01005072 : Manchester 048B,3.6748,1.3138,2.6058,1.3138
E01005073,E01005073 : Manchester 048C,3.4926,1.9041,2.7261,1.9041
E01005112,E01005112 : Manchester 048D,3.281,1.4936,1.4936,1.4936
E01005117,E01005117 : Manchester 048E,3.2794,1.0543,1.1054,0.9942
E01005085,E01005085 : Manchester 049A,2.3712,2.0206,0.9582,2.0745
E01005086,E01005086 : Manchester 049B,1.6952,1.3658,0.8699,1.3401
E01005089,E01005089 : Manchester 049C,1.2578,0.9168,1.2394,1.141
E01005289,E01005289 : Manchester 049D,0.9786,0.8379,0.8379,1.0698
E01005295,E01005295 : Manchester 049E,2.2787,1.9105,1.0473,2.3076
E01005087,E01005087 : Manchester 050A,1.9888,1.8754,1.104,1.4724
E01005088,E01005088 : Manchester 050B,1.9167,1.7621,1.8508,1.6153
E01005090,E01005090 : Manchester 050C,1.3947,1.7743,1.8797,1.8797
E01005091,E01005091 : Manchester 050D,0.8568,0.9684,1.3268,1.2524
E01005291,E01005291 : Manchester 050E,1.1031,1.3895,1.0453,1.0324
E01005068,E01005068 : Manchester 051A,2.2918,1.5818,3.0439,1.5818
E01005070,E01005070 : Manchester 051B,3.3236,1.0445,2.8234,1.1488
E01005074,E01005074 : Manchester 051C,2.3208,1.3655,2.9737,1.3655
E01005075,E01005075 : Manchester 051D,2.3328,0.8704,2.8146,0.88
E01005319,E01005319 : Manchester 051E,0.7422,2.2024,2.1491,2.2024
E01005290,E01005290 : Manchester 052A,1.5058,1.3345,1.3345,0.9831
E01005292,E01005292 : Manchester 052B,2.2679,2.1899,2.1899,1.0143
E01005293,E01005293 : Manchester 052C,1.9684,2.1854,1.2984,1.3969
E01005294,E01005294 : Manchester 052D,2.5831,2.5385,2.1186,1.706
E01005317,E01005317 : Manchester 052E,3.2251,1.6505,2.5996,1.6309
E01005313,E01005313 : Manchester 053A,1.6307,1.5827,1.322,1.6919
E01005314,E01005314 : Manchester 053B,2.3056,1.3953,1.5296,1.6212
E01005315,E01005315 : Manchester 053C,2.5062,2.0736,2.3234,2.2532
E01005316,E01005316 : Manchester 053D,4.1419,4.3139,4.9189,2.6984
E01005318,E01005318 : Manchester 053E,3.1911,1.0983,2.2344,1.2444
E01005130,E01005130 : Manchester 054A,1.3316,1.0355,1.2695,0.7802
E01033651,E01033651 : Manchester 054B,0.4862,0.8506,1.0748,0.9161
E01033658,E01033658 : Manchester 054C,0.4862,0.9625,0.7198,0.9751
E01033664,E01033664 : Manchester 054D,0.9918,0.9932,0.7315,1.3631
E01033667,E01033667 : Manchester 054E,0.6188,0.9402,0.8956,0.7425
E01005128,E01005128 : Manchester 055A,1.6113,0.9564,0.8381,1.1021
E01033653,E01033653 : Manchester 055B,0.6946,0.7449,0.5899,0.769
E01033654,E01033654 : Manchester 055C,1.1547,0.7087,0.7769,0.9925
E01033661,E01033661 : Manchester 055E,1.4611,1.2846,0.9585,1.4345
E01034129,E01034129 : Manchester 055F,0.4076,0.7987,0.9377,0.9752
E01034130,E01034130 : Manchester 055G,0.7234,0.8099,1.085,1.2335
E01005143,E01005143 : Manchester 056A,1.0488,0.6089,0.6089,1.0364
E01033655,E01033655 : Manchester 056B,0.8543,0.8543,0.8543,1.2108
E01033665,E01033665 : Manchester 056C,1.0278,1.2591,1.3372,0.9492
E01033676,E01033676 : Manchester 056D,1.1127,1.3268,1.6679,1.2581
E01005212,E01005212 : Manchester 057A,1.9526,1.2203,1.0047,0.762
E01033656,E01033656 : Manchester 057B,1.6396,1.6403,1.216,1.3554
E01033662,E01033662 : Manchester 057C,1.438,0.9403,0.8003,0.8159
E01005142,E01005142 : Manchester 058A,0.7064,1.39,1.39,0.911
E01005147,E01005147 : Manchester 058B,1.2322,1.3557,1.1284,1.3121
E01033674,E01033674 : Manchester 058C,1.031,1.031,0.8581,1.0679
E01033675,E01033675 : Manchester 058D,1.4963,2.1435,1.0995,1.5066
E01005213,E01005213 : Manchester 059A,1.924,0.6388,0.6282,0.6771
E01033660,E01033660 : Manchester 059B,2.1385,1.2996,1.0781,1.609
E01033672,E01033672 : Manchester 059C,1.997,1.1472,0.7654,1.2249
E01033673,E01033673 : Manchester 059D,1.8287,1.58,1.3682,1.58
E01033677,E01033677 : Manchester 060A,0.6861,1.2275,0.8573,0.7793
E01033681,E01033681 : Manchester 060B,0.9105,0.9647,1.3276,1.1302
E01033682,E01033682 : Manchester 060C,0.8709,1.3492,1.1834,1.3193
E01034131,E01034131 : Manchester 060E,1.159,1.5855,0.8332,1.2342
E01034132,E01034132 : Manchester 060F,1.4908,1.4621,1.14,1.4015
E01005129,E01005129 : Manchester 061A,1.4574,1.0144,1.0144,0.9328
E01005132,E01005132 : Manchester 061B,1.8164,1.3435,1.4363,1.5593
E01034133,E01034133 : Manchester 061C,1.1473,1.0405,1.152,0.9696
E01034134,E01034134 : Manchester 061D,0.985,0.5415,1.394,1.346
E01034135,E01034135 : Manchester 062A,0.9465,0.9143,0.9465,0.9465
E01033688,E01033688 : Manchester 062B,1.7786,1.7112,1.584,1.7765
E01034136,E01034136 : Manchester 062C,1.2373,1.2128,1.2783,1.2837
E01033684,E01033684 : Manchester 062D,1.4497,1.4168,1.1069,1.6034
E01005234,E01005234 : Manchester 063A,0.6057,1.0274,0.9828,0.7619
E01005233,E01005233 : Manchester 063B,0.7199,0.9779,0.9779,1.2755
E01034137,E01034137 : Manchester 063C,1.0335,0.7957,0.7957,0.6272
E01005238,E01005238 : Manchester 063D,0.8014,1.2199,1.2199,0.9458
E01005200,E01005200 : Manchester 064A,1.6929,1.6726,1.6726,1.6359
E01034138,E01034138 : Manchester 064B,0.7204,0.883,0.883,0.5116
E01005199,E01005199 : Manchester 064C,0.7793,0.8886,0.8886,0.6247
E01005518,E01005518 : Rochdale 001A,4.2282,4.4854,5.219,4.0848
E01005520,E01005520 : Rochdale 001B,2.3515,2.6087,2.4794,2.2141
E01005522,E01005522 : Rochdale 001C,0.7558,0.8814,1.6367,0.633
E01005523,E01005523 : Rochdale 001D,1.2029,1.4486,1.4486,1.4331
E01005519,E01005519 : Rochdale 002A,2.1613,2.4495,1.7464,2.049
E01005594,E01005594 : Rochdale 002B,3.0615,5.7982,2.8415,4.78
E01005597,E01005597 : Rochdale 002C,2.8964,7.7538,4.1054,6.6166
E01005598,E01005598 : Rochdale 002D,1.2966,1.5423,1.5423,1.5423
E01005516,E01005516 : Rochdale 003A,4.6773,4.7901,5.2195,0.9219
E01005517,E01005517 : Rochdale 003B,4.419,4.6259,4.7504,1.4471
E01005521,E01005521 : Rochdale 003C,1.8371,1.9328,2.7332,1.6938
E01005596,E01005596 : Rochdale 003D,2.6936,2.694,2.093,1.9125
E01005578,E01005578 : Rochdale 004A,2.1774,1.7756,1.4347,0.7622
E01005579,E01005579 : Rochdale 004B,1.5817,1.5817,1.0227,1.2613
E01005586,E01005586 : Rochdale 004C,3.0021,2.5962,1.8039,1.1747
E01005593,E01005593 : Rochdale 004D,3.2548,4.1776,1.2576,3.3804
E01005595,E01005595 : Rochdale 004E,2.6299,2.4226,1.7221,1.4044
E01005489,E01005489 : Rochdale 005A,4.3292,1.1692,1.1692,1.1692
E01005490,E01005490 : Rochdale 005B,4.0076,1.535,1.535,1.605
E01005491,E01005491 : Rochdale 005C,4.4423,1.6444,1.6444,1.6444
E01005493,E01005493 : Rochdale 005D,4.5242,2.4731,2.4731,2.4731
E01005494,E01005494 : Rochdale 005E,3.5862,1.3238,1.3238,1.6349
E01005495,E01005495 : Rochdale 005F,2.9733,1.4845,1.4066,1.7813
E01005488,E01005488 : Rochdale 006A,3.2621,3.2686,2.0623,3.1442
E01005492,E01005492 : Rochdale 006B,4.5171,2.9583,2.4674,2.9583
E01005499,E01005499 : Rochdale 006C,4.7944,3.5368,3.5153,4.9684
E01005571,E01005571 : Rochdale 006D,4.2568,4.5618,2.7352,1.8619
E01005570,E01005570 : Rochdale 007A,3.0185,3.3236,1.497,0.7863
E01005572,E01005572 : Rochdale 007B,2.654,3.1512,1.7068,1.5911
E01005573,E01005573 : Rochdale 007C,2.2232,3.9126,1.5253,2.2147
E01005574,E01005574 : Rochdale 007D,2.0141,3.1409,2.1086,2.1644
E01005587,E01005587 : Rochdale 007E,2.3775,2.6825,2.1422,2.0632
E01005588,E01005588 : Rochdale 007F,1.455,1.7098,1.5023,1.6019
E01005580,E01005580 : Rochdale 008A,1.9822,0.8952,0.7185,1.0042
E01005581,E01005581 : Rochdale 008B,1.7286,1.0085,1.0261,0.8957
E01005583,E01005583 : Rochdale 008D,1.3666,0.7284,0.5822,0.605
E01005585,E01005585 : Rochdale 008F,1.2907,1.2346,1.0567,1.0253
E01034234,E01034234 : Rochdale 008H,1.2144,0.7043,0.7442,0.5491
E01034235,E01034235 : Rochdale 008I,0.9103,0.9103,1.0016,0.5819
E01005496,E01005496 : Rochdale 009A,2.5498,2.5591,1.3391,2.5591
E01005589,E01005589 : Rochdale 009B,1.8286,1.6225,0.9665,1.6322
E01005590,E01005590 : Rochdale 009C,2.0376,1.4475,1.8585,1.4633
E01005591,E01005591 : Rochdale 009D,1.1418,1.146,0.8734,1.146
E01005592,E01005592 : Rochdale 009E,1.8645,2.3655,2.2234,2.3655
E01005472,E01005472 : Rochdale 010A,0.6994,2.1131,0.9245,2.082
E01005473,E01005473 : Rochdale 010B,1.1216,1.819,0.6746,1.853
E01005482,E01005482 : Rochdale 010C,1.2103,0.7074,0.6763,0.8579
E01005483,E01005483 : Rochdale 010D,1.9634,0.6283,1.1764,0.6455
E01005484,E01005484 : Rochdale 010E,1.3068,0.1093,0.8455,0.8478
E01005486,E01005486 : Rochdale 010F,2.1968,0.5802,0.4539,1.231
E01005487,E01005487 : Rochdale 010G,2.3395,0.9044,1.5031,0.95
E01005474,E01005474 : Rochdale 011A,1.5418,2.2723,1.3418,2.231
E01005575,E01005575 : Rochdale 011B,2.577,4.2899,4.0365,4.3313
E01005576,E01005576 : Rochdale 011C,1.5874,4.502,3.8406,4.4774
E01005577,E01005577 : Rochdale 011D,0.9012,3.4795,3.3374,3.4795
E01005469,E01005469 : Rochdale 012A,1.7252,1.1892,0.9123,0.7499
E01005563,E01005563 : Rochdale 012B,2.0127,1.1804,0.7269,1.1675
E01005565,E01005565 : Rochdale 012C,3.443,1.6265,1.3231,2.1445
E01005566,E01005566 : Rochdale 012D,2.2486,2.0297,0.8443,1.7257
E01005568,E01005568 : Rochdale 012E,1.475,1.8598,0.7784,1.8469
E01005569,E01005569 : Rochdale 012F,2.1289,1.8673,1.1023,1.8344
E01005556,E01005556 : Rochdale 013A,1.146,2.3626,1.0829,1.6492
E01005559,E01005559 : Rochdale 013B,1.5635,2.8531,1.1099,2.3967
E01005560,E01005560 : Rochdale 013C,2.3698,1.6326,1.6637,1.7137
E01005567,E01005567 : Rochdale 013D,2.4696,2.9526,1.3967,2.8647
E01005555,E01005555 : Rochdale 014A,1.7722,2.8529,1.8609,2.102
E01005557,E01005557 : Rochdale 014B,1.9055,2.5034,1.7941,1.7693
E01005558,E01005558 : Rochdale 014C,1.4361,1.6289,0.9695,0.9474
E01005561,E01005561 : Rochdale 014D,4.3062,2.2987,3.058,3.108
E01005562,E01005562 : Rochdale 014E,3.3902,1.354,2.1419,2.192
E01005470,E01005470 : Rochdale 015A,1.829,1.6528,0.7883,0.9183
E01005471,E01005471 : Rochdale 015B,1.4136,1.9844,0.8117,1.4788
E01005475,E01005475 : Rochdale 015C,1.9052,1.6906,1.1457,1.2751
E01005485,E01005485 : Rochdale 015D,0.7043,1.1558,0.7747,0.6728
E01005564,E01005564 : Rochdale 015E,0.8909,1.5452,1.3877,1.75
E01005464,E01005464 : Rochdale 016A,1.0522,1.4666,1.0248,1.3306
E01005465,E01005465 : Rochdale 016B,2.123,1.6217,1.1891,1.5393
E01005466,E01005466 : Rochdale 016C,1.0808,1.1095,1.0564,1.1095
E01005467,E01005467 : Rochdale 016D,1.4967,1.4967,1.4967,1.4967
E01005468,E01005468 : Rochdale 016E,3.5486,3.2045,2.56,3.135
E01005476,E01005476 : Rochdale 017A,2.9831,1.9906,1.5686,1.0744
E01005477,E01005477 : Rochdale 017B,2.4515,1.9721,1.1271,0.6591
E01005478,E01005478 : Rochdale 017C,2.6347,2.6682,1.1365,0.8853
E01005479,E01005479 : Rochdale 017D,3.9186,3.4455,2.2185,1.7931
E01005480,E01005480 : Rochdale 017E,1.5817,1.8691,1.0848,1.7296
E01005481,E01005481 : Rochdale 017F,2.0422,1.7373,1.4315,1.7373
E01005497,E01005497 : Rochdale 018A,1.6941,1.4564,1.5635,1.8648
E01005501,E01005501 : Rochdale 018B,0.6666,0.815,0.7536,0.8656
E01005502,E01005502 : Rochdale 018C,0.8867,0.5722,0.534,0.8608
E01005504,E01005504 : Rochdale 018D,0.3623,0.3623,0.166,0.3231
E01005505,E01005505 : Rochdale 018E,1.9046,1.3224,1.1869,1.7025
E01005509,E01005509 : Rochdale 018F,0.9265,0.9551,0.884,1.0078
E01005510,E01005510 : Rochdale 019A,2.0318,1.3153,1.1551,1.3153
E01005511,E01005511 : Rochdale 019B,2.5033,0.9474,1.7427,0.9474
E01005512,E01005512 : Rochdale 019C,2.2591,1.2062,1.5278,1.2062
E01005513,E01005513 : Rochdale 019D,3.3965,1.1599,1.5447,1.0316
E01005514,E01005514 : Rochdale 019E,3.9122,2.8444,2.3582,2.3346
E01005515,E01005515 : Rochdale 019F,3.2412,0.9787,0.9787,1.4064
E01005498,E01005498 : Rochdale 020A,0.9976,0.9482,0.9102,1.1442
E01005500,E01005500 : Rochdale 020B,1.7658,1.7153,1.7282,1.9996
E01005503,E01005503 : Rochdale 020C,1.8017,1.6453,1.6453,2.138
E01005506,E01005506 : Rochdale 020D,1.0449,0.8866,0.8866,1.3105
E01005507,E01005507 : Rochdale 020E,1.0501,1.045,1.045,1.2949
E01005508,E01005508 : Rochdale 020F,1.7981,2.3791,2.3791,2.495
E01005524,E01005524 : Rochdale 021A,0.7553,0.894,0.5787,0.9009
E01005525,E01005525 : Rochdale 021B,2.5519,1.9902,0.9064,1.9902
E01005526,E01005526 : Rochdale 021C,2.7405,1.8412,1.5939,2.0067
E01005528,E01005528 : Rochdale 021D,1.9212,1.281,1.3879,1.3226
E01005536,E01005536 : Rochdale 021E,1.2775,0.8026,1.2599,0.8391
E01005543,E01005543 : Rochdale 021F,3.2501,2.2961,2.431,2.2928
E01005527,E01005527 : Rochdale 022A,2.2631,1.271,1.2031,1.1815
E01005529,E01005529 : Rochdale 022B,1.3047,1.0444,1.0444,1.4455
E01005551,E01005551 : Rochdale 022C,2.7178,1.6673,1.219,1.4211
E01005552,E01005552 : Rochdale 022D,3.2666,1.3266,1.5706,0.8106
E01005553,E01005553 : Rochdale 022E,1.7842,0.9576,1.1452,1.6634
E01005554,E01005554 : Rochdale 022F,3.878,2.8383,2.7331,2.2426
E01005534,E01005534 : Rochdale 023A,1.8545,1.9982,2.0935,1.9982
E01005535,E01005535 : Rochdale 023B,0.6685,0.744,2.7894,0.744
E01005537,E01005537 : Rochdale 023C,3.3481,2.066,2.2082,2.0362
E01005538,E01005538 : Rochdale 023D,2.2444,0.9669,1.4754,1.0036
E01005540,E01005540 : Rochdale 023E,2.2554,3.1236,1.395,2.7357
E01005541,E01005541 : Rochdale 023F,2.3266,2.3743,1.0446,2.4105
E01005542,E01005542 : Rochdale 023G,2.2302,3.001,1.7829,2.8277
E01005533,E01005533 : Rochdale 024A,1.366,1.7921,0.8824,1.8798
E01005539,E01005539 : Rochdale 024B,1.1818,0.8958,0.5556,1.1481
E01005546,E01005546 : Rochdale 024C,3.0595,1.976,1.976,3.0259
E01005547,E01005547 : Rochdale 024D,2.947,2.5501,2.7623,2.7759
E01005548,E01005548 : Rochdale 024E,1.1159,1.2412,0.9834,1.2523
E01005530,E01005530 : Rochdale 025A,1.2476,2.7542,1.3304,1.8981
E01005531,E01005531 : Rochdale 025B,2.3717,2.3069,2.1145,2.0196
E01005532,E01005532 : Rochdale 025C,2.0198,2.3363,1.3695,1.8968
E01005544,E01005544 : Rochdale 025D,1.7997,1.8517,3.0491,1.4955
E01005545,E01005545 : Rochdale 025E,2.093,2.6838,2.4726,1.1913
E01005549,E01005549 : Rochdale 025F,1.6212,2.1413,2.1221,1.883
E01005550,E01005550 : Rochdale 025G,1.4715,2.9833,1.8463,1.5017
E01005886,E01005886 : Stockport 001A,1.0672,1.0672,2.0962,0.8905
E01005888,E01005888 : Stockport 001B,1.2781,1.2781,2.0148,1.2722
E01005889,E01005889 : Stockport 001C,0.7525,0.7525,1.4095,0.7525
E01005891,E01005891 : Stockport 001D,1.8317,1.8343,2.3881,1.7307
E01005894,E01005894 : Stockport 001E,1.2732,1.1922,1.6792,0.9947
E01005887,E01005887 : Stockport 002A,2.1991,2.0242,2.1689,2.0242
E01005890,E01005890 : Stockport 002B,1.9596,1.6877,1.6877,1.6877
E01005893,E01005893 : Stockport 002C,1.6162,1.5313,1.5409,0.973
E01005896,E01005896 : Stockport 002D,1.4947,1.5051,2.5348,0.6973
E01005919,E01005919 : Stockport 002E,2.0967,2.4569,0.8548,2.4206
E01005862,E01005862 : Stockport 003A,1.6094,1.9697,1.7239,1.9626
E01005892,E01005892 : Stockport 003B,1.2632,2.746,1.3036,1.3461
E01005895,E01005895 : Stockport 003C,1.0824,3.2185,1.5898,1.8143
E01005920,E01005920 : Stockport 003D,2.1447,2.5853,1.5856,2.2006
E01005921,E01005921 : Stockport 003E,1.4343,2.3439,1.3927,1
E01005922,E01005922 : Stockport 003F,1.5103,3.2331,1.6686,1.9092
E01005753,E01005753 : Stockport 004A,1.0605,1.0605,0.8942,1.0686
E01005754,E01005754 : Stockport 004B,2.2203,2.2203,1.112,1.9938
E01005755,E01005755 : Stockport 004C,1.1555,1.1555,1.1555,1.2079
E01005756,E01005756 : Stockport 004D,2.0946,2.0946,1.361,2.2135
E01005745,E01005745 : Stockport 005A,1.3551,1.4132,1.4132,2.0975
E01005746,E01005746 : Stockport 005B,1.0968,1.1626,1.1626,1.5086
E01005747,E01005747 : Stockport 005C,1.5047,1.6544,1.6544,2.5005
E01005748,E01005748 : Stockport 005D,1.0432,1.193,1.193,2.298
E01005863,E01005863 : Stockport 006A,1.5009,1.241,1.2332,1.3205
E01005864,E01005864 : Stockport 006B,1.6175,1.0155,0.9661,0.7899
E01005866,E01005866 : Stockport 006C,0.839,1.1747,1.1253,1.1747
E01005869,E01005869 : Stockport 006D,1.3728,1.8641,1.6978,1.8641
E01005914,E01005914 : Stockport 007A,2.0778,2.8409,1.0766,1.3614
E01005915,E01005915 : Stockport 007B,2.3052,2.354,0.9263,1.2437
E01005916,E01005916 : Stockport 007C,1.6131,1.4904,1.2157,1.3284
E01005917,E01005917 : Stockport 007D,0.8512,0.7773,0.7651,0.9892
E01005859,E01005859 : Stockport 008A,0.9937,1.0298,0.7322,0.532
E01005865,E01005865 : Stockport 008B,1.9873,1.8852,1.8358,1.5113
E01005867,E01005867 : Stockport 008C,1.1018,2.0802,2.1929,0.9527
E01005868,E01005868 : Stockport 008D,1.4414,1.5232,2.457,1.4643
